 State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,40, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, >50K
 State-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, 12th, Never-married, Other-service, Own-child, White, Female,38, United-States, <=50K
 Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,20, United-States, <=50K
 State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,25, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
 ?, Some-college, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,50, South, >50K
 Private, Some-college, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,30, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, Hong, <=50K
 Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,48, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,30, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, 10th, Married-civ-spouse, Craft-repair, Other-relative, White, Male,55, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,40, Mexico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,40, United-States, <=50K
 State-gov, Some-college, Separated, Tech-support, Not-in-family, White, Male,12, United-States, <=50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,50, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, France, <=50K
 Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,30, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
 Federal-gov, 7th-8th, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,37, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, ?, >50K
 Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,20, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,38, United-States, <=50K
 Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
 Private, 1st-4th, Separated, Machine-op-inspct, Unmarried, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,46, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,25, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, Own-child, White, Male,15, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,45, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Other-relative, Asian-Pac-Islander, Male,40, United-States, <=50K
 ?, 5th-6th, Married-civ-spouse, ?, Husband, White, Male,48, Mexico, <=50K
 Private, 9th, Divorced, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Own-child, White, Male,30, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,12, United-States, <=50K
 Local-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,25, United-States, <=50K
 Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,35, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, United-States, >50K
 Private, Some-college, Divorced, Sales, Not-in-family, White, Female,55, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
 Private, 10th, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,20, United-States, >50K
 Private, 12th, Married-spouse-absent, Other-service, Unmarried, Black, Female,50, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,30, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,43, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,30, Mexico, <=50K
 Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,35, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,38, United-States, <=50K
 Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,25, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Male,56, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, >50K
 Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,38, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,12, United-States, >50K
 Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Federal-gov, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,40, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,35, Italy, <=50K
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,30, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
 Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,40, ?, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,40, United-States, >50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40, United-States, >50K
 ?, Some-college, Never-married, ?, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, Other-relative, White, Male,30, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, >50K
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States, <=50K
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Puerto-Rico, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, Own-child, White, Female,60, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,50, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,60, United-States, >50K
 Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,38, United-States, <=50K
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,30, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,65, United-States, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, White, Male,50, United-States, <=50K
 ?, 11th, Never-married, ?, Own-child, White, Male,16, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,60, United-States, <=50K
 Private, Some-college, Divorced, Sales, Unmarried, White, Male,55, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,44, United-States, >50K
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, Mexico, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States, >50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,99, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,10, United-States, <=50K
 Local-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,40, United-States, >50K
 ?, Some-college, Never-married, ?, Not-in-family, White, Male,60, United-States, <=50K
 ?, 7th-8th, Separated, ?, Own-child, White, Female,20, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,36, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Female,35, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,50, United-States, >50K
 Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, United-States, <=50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,50, United-States, >50K
 Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,8, United-States, <=50K
 Private, Some-college, Divorced, Sales, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,20, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,42, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,40, El-Salvador, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,47, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,40, United-States, <=50K
 State-gov, 9th, Separated, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States, <=50K
 State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,40, United-States, <=50K
 Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,60, United-States, >50K
 State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,40, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,20, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,20, United-States, <=50K
 Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 ?, Some-college, Never-married, ?, Not-in-family, Black, Female,20, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,45, Italy, <=50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
 Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Puerto-Rico, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,50, ?, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Germany, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, South, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Nicaragua, <=50K
 Private, Some-college, Never-married, Other-service, Own-child, White, Female,16, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,50, Germany, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Poland, >50K
 State-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,10, Haiti, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,60, United-States, <=50K
 Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Female,36, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States, <=50K
 Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Female,30, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,25, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,20, ?, <=50K
 Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,40, Philippines, <=50K
 Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,32, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
 Private, 11th, Divorced, Other-service, Not-in-family, Black, Female,35, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,70, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,48, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States, <=50K
 Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,35, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,70, United-States, >50K
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,40, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, Puerto-Rico, >50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Private, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, White, Female,10, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,30, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,40, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,40, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,40, United-States, <=50K
 Private, Prof-school, Widowed, Prof-specialty, Unmarried, White, Female,16, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40, United-States, >50K
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,40, ?, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, 11th, Never-married, Sales, Own-child, White, Female,8, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,75, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Private, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,40, Trinadad&Tobago, <=50K
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,50, United-States, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,30, Japan, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,40, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,52, United-States, <=50K
 State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,20, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,40, ?, <=50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,85, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, 7th-8th, Never-married, Farming-fishing, Own-child, White, Male,40, United-States, <=50K
 Private, 10th, Never-married, Sales, Other-relative, Black, Female,40, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,80, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,45, United-States, >50K
 State-gov, Doctorate, Divorced, Prof-specialty, Unmarried, White, Male,50, France, >50K
 Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,30, Mexico, <=50K
 Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,40, United-States, <=50K
 Private, Assoc-acdm, Widowed, Tech-support, Unmarried, White, Female,24, United-States, <=50K
 Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
 Private, 10th, Divorced, Other-service, Not-in-family, Black, Female,40, United-States, <=50K
 Federal-gov, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,38, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,35, United-States, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Female,20, United-States, <=50K
 Private, 9th, Widowed, Other-service, Not-in-family, White, Female,25, Puerto-Rico, <=50K
 Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
 Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,62, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Separated, Other-service, Unmarried, White, Female,25, United-States, <=50K
 Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Self-emp-not-inc, 11th, Never-married, Farming-fishing, Own-child, White, Male,20, United-States, <=50K
 State-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,40, ?, <=50K
 Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,25, United-States, <=50K
 Private, 10th, Never-married, Sales, Own-child, White, Female,12, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, Guatemala, <=50K
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,40, India, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,50, United-States, <=50K
 Self-emp-inc, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Puerto-Rico, <=50K
 ?, 10th, Never-married, ?, Own-child, White, Male,40, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Black, Male,40, United-States, <=50K
 Private, 7th-8th, Widowed, Other-service, Unmarried, Black, Female,38, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 ?, HS-grad, Never-married, ?, Other-relative, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,50, United-States, >50K
 Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,40, United-States, <=50K
